"","correctedCR","CR"
"223","RUBEL LH LIM VY HALL-WIECKERT M SULLIVAN M TEACHING MATHEMATICS FOR SPATIAL JUSTICE AN INVESTIGATION OF THE LOTTERY COGNITION AND INSTRUCTION 34 1 PP 1-26 2016","RUBEL LH LIM VY HALL-WIECKERT M SULLIVAN M TEACHING MATHEMATICS FOR SPATIAL JUSTICE  AN INVESTIGATION OF THE LOTTERY COGNITION AND INSTRUCTION 34 PP 1-26 2016"
"224","SRIKANT S AGGARWAL V INTRODUCING DATA SCIENCE TO SCHOOL KIDS PROCEEDINGS OF THE 2017 ACM SIGCSE TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 561-566 2017","SRIKANT S AGGARWAL V INTRODUCING DATA SCIENCE TO SCHOOL KIDS IN PROCEEDINGS OF THE 2017 ACM SIGCSE TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 561-566 2017"
"225","SRIKANT S AGGARWAL V INTRODUCING DATA SCIENCE TO SCHOOL KIDS PROCEEDINGS OF THE 2017 ACM SIGCSE TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 561-566 2017","SRIKANT S AGGARWAL V INTRODUCING DATA SCIENCE TO SCHOOL KIDS PROC CONF INTEGR TECHNOL INTO COMPUT SCI EDUC ITICSE PP 561-566 2017"
"226","BOYD D CRAWFORD K CRITICAL QUESTIONS FOR BIG DATA PROVOCATIONS FOR A CULTURAL TECHNOLOGICAL AND SCHOLARLY PHENOMENON INFORMATION COMMUNICATION & SOCIETY 15 5 PP 662-679 2012","BOYD D CRAWFORD K CRITICAL QUESTIONS FOR BIG DATA INFORMATION COMMUNICATION & SOCIETY 15 5 PP 662-679 2012"
"227","COBB GW THE INTRODUCTORY STATISTICS COURSE A PTOLEMAIC CURRICULUM TECHNOLOGY INNOVATIONS IN STATISTICS EDUCATION 1 1 2007","COBB G THE INTRODUCTORY STATISTICS COURSE A PTOLEMAIC CURRICULUM TECHNOLOGY INNOVATIONS IN STATISTICS EDUCATION 1 PP 1-17 2007"
"228","COBB G MERE RENOVATION IS TOO LITTLE TOO LATE WE NEED TO RETHINK OUR UNDERGRADUATE CURRICULUM FROM THE GROUND UP THE AMERICAN STATISTICIAN 69 PP 266-282 2015","COBB GW MERE RENOVATION IS TOO LITTLE TOO LATE WE NEED TO RETHINK OUR UNDERGRADUATE CURRICULUM FROM THE GROUND UP THE AMERICAN STATISTICIAN 69 4 PP 266-282 2015"
"229","COBB G MERE RENOVATION IS TOO LITTLE TOO LATE WE NEED TO RETHINK OUR UNDERGRADUATE CURRICULUM FROM THE GROUND UP THE AMERICAN STATISTICIAN 69 PP 266-282 2015","COBB GW MERE RENOVATION IS TOO LITTLE TOO LATE WE NEED TO RETHINK OUR UNDERGRADUATE CURRICULUM FROM THE GROUND UP THE AMERICAN STATISTICIAN 69 PP 266-282 2015"
"230","ENYEDY N MUKHOPADHYAY S THEY DONT SHOW NOTHING I DIDNT KNOW EMERGENT TENSIONS BETWEEN CULTURALLY RELEVANT PEDAGOGY AND MATHEMATICS PEDAGOGY JOURNAL OF THE LEARNING SCIENCES 16 2 PP 139-174 2007","ENYEDY N MUKHOPADHYAY S THEY DONT SHOW NOTHING I DIDNT KNOW EMERGENT TENSIONS BETWEEN CULTURALLY RELEVANT PEDAGOGY AND MATHEMATICS PEDAGOGY THE JOURNAL OF THE LEARNING SCIENCES 16 2 PP 139-174 2007"
"231","ENYEDY N MUKHOPADHYAY S THEY DONT SHOW NOTHING I DIDNT KNOW EMERGENT TENSIONS BETWEEN CULTURALLY RELEVANT PEDAGOGY AND MATHEMATICS PEDAGOGY JOURNAL OF THE LEARNING SCIENCES 16 2 PP 139-174 2007","ENYEDY N 2007 J LEARN SCI V16 P139 DOI 101080/10508400701193671"
"232","ERICKSON T WILKERSON M FINZER W REICHSMAN F DATA MOVES TECHNOLOGY INNOVATIONS IN STATISTICS EDUCATION 12 2019","ERICKSON T WILKERSON MH FINZER W REICHSMAN F DATA MOVES TECHNOLOGY INNOVATIONS IN STATISTICS EDUCATION 12 1 2019"
"233","ERICKSON T WILKERSON M FINZER W REICHSMAN F DATA MOVES TECHNOLOGY INNOVATIONS IN STATISTICS EDUCATION 12 2019","ERICKSON T 2019 TECHNOLOGY INNOVATIO V12 DOI DOI 105070/T5121038001"
"234","ERICKSON T WILKERSON M FINZER W REICHSMAN F DATA MOVES TECHNOLOGY INNOVATIONS IN STATISTICS EDUCATION 12 2019","ERICKSON T WILKERSON M FINZER W DATA MOVES TECHNOLOGY INNOVATIONS IN STATISTICS EDUCATION 12 2019"
"235","KRISHNAMURTHI S SCHANZER E POLITZ JG LERNER BS FISLER K DOOMAN S DATA SCIENCE AS A ROUTE TO AI FOR MIDDLE-AND HIGH-SCHOOL STUDENTS 2020","KRISHNAMURTHI S ET AL DATA SCIENCE AS A ROUTE TO AI FOR MIDDLE- AND HIGH-SCHOOL STUDENTS 2020"
"236","KRISHNAMURTHI S SCHANZER E POLITZ JG LERNER BS FISLER K DOOMAN S DATA SCIENCE AS A ROUTE TO AI FOR MIDDLE-AND HIGH-SCHOOL STUDENTS 2020","KRISHNAMURTHI S SCHANZER E POLITZ JG LERNER BS FISLER K DOOMAN S 2020"
"237","KROSS S PENG RD CAFFO BS GOODING I LEEK JT THE DEMOCRATIZATION OF DATA SCIENCE EDUCATION THE AMERICAN STATISTICIAN 74 1 PP 1-7 2020","KROSS S PENG R D CAFFO B S GOODING I LEEK J T THE DEMOCRATIZATION OF DATA SCIENCE EDUCATION THE AMERICAN STATISTICIAN 74 1 PP 1-7 2020"
"238","KROSS S PENG RD CAFFO BS GOODING I LEEK JT THE DEMOCRATIZATION OF DATA SCIENCE EDUCATION THE AMERICAN STATISTICIAN 74 1 PP 1-7 2020","KROSS S PENG RD CAFFO BS GOODING I LEEK JF THE DEMOCRATIZATION OF DATA SCIENCE EDUCATION THE AMERICAN STATISTICIAN 74 1 PP 1-7 2020"
"239","KROSS S PENG RD CAFFO BS GOODING I LEEK JT THE DEMOCRATIZATION OF DATA SCIENCE EDUCATION THE AMERICAN STATISTICIAN 74 1 PP 1-7 2020"," KROSS S PENG RD CAFFO BS GOODING I LEEK JT THE DEMOCRATIZATION OF DATA SCIENCE EDUCATION AM STAT 74 1 PP 1-7 2020"
"240","KROSS S GUO PJ PRACTITIONERS TEACHING DATA SCIENCE IN INDUSTRY AND ACADEMIA EXPECTATIONS WORKFLOWS AND CHALLENGES PROCEEDINGS OF THE 2019 CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS PP 1-14 2019","KROSS S GUO P J PRACTITIONERS TEACHING DATA SCIENCE IN INDUSTRY AND ACADEMIA EX-PECTATIONS WORKOWS AND CHALLENGES PROCEEDINGS OF THE 2019 CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS PP 1-14 2019"
"241","KROSS S GUO PJ PRACTITIONERS TEACHING DATA SCIENCE IN INDUSTRY AND ACADEMIA EXPECTATIONS WORKFLOWS AND CHALLENGES PROCEEDINGS OF THE 2019 CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS PP 1-14 2019","KROSS S GUO P J PRACTITIONERS TEACHING DATA SCIENCE IN INDUSTRY AND ACADEMIA EXPECTATIONS WORKFLOWS AND CHALLENGES THE PROCEEDINGS OF THE 2019 CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS 2019"
"242","KROSS S GUO PJ END-USER PROGRAMMERS REPURPOSING END-USER PROGRAMMING TOOLS TO FOSTER DIVERSITY IN ADULT END-USER PROGRAMMING EDUCATION 2019 IEEE SYMPOSIUM ON VISUAL LANGUAGES AND HUMAN-CENTRIC COMPUTING VL/HCC PP 65-74 2019","KROSS S GUO PJ ND-USER PROGRAMMERS REPURPOSING END-USER PROGRAMMING TOOLS TO FOSTER DIVERSITY IN ADULT END-USER PROGRAMMING EDUCATION 2019 IEEE SYMPOSIUM ON VISUAL LANGUAGES AND HUMAN-CENTRIC COMPUTING VL/HCC PP 65-74 2019"
"243","LEHRER R SCHAUBLE L MODELING NATURAL VARIATION THROUGH DISTRIBUTION AMERICAN EDUCATIONAL RESEARCH JOURNAL 41 3 PP 635-679 2004","LEHRER R SCHAUBLE L MODELING NATURAL VARIATION THROUGH DISTRIBUTION AMERICAN EDUCATION RESEARCH JOURNAL 41 3 PP 635-679 2004"
"244","LEE VR DRAKE J QUANTIFIED RECESS DESIGN OF AN ACTIVITY FOR ELEMENTARY STUDENTS INVOLVING ANALYSES OF THEIR OWN MOVEMENT DATA PROCEEDINGS OF THE 12TH INTERNATIONAL CONFERENCE ON INTERACTION DESIGN AND CHILDREN 2013 PP 273-276 2013","LEE VR 2013 PROCEEDINGS OF THE 12TH INTERNATIONAL CONFERENCE ON INTERACTION DESIGN AND CHILDREN P273 DOI 101145/24857602485822 DOI 101145/24857602485822"
"245","MCNAMARA A KEY ATTRIBUTES OF A MODERN STATISTICAL COMPUTING TOOL THE AMERICAN STATISTICIAN 73 4 PP 375-384 2019","MCNAMARA A KEY ATTRIBUTES OF A MODERN STATISTICAL COMPUTING TOOL AM STAT 73 4 PP 375-384 2019"
"246","MCNAMARA A BRIDGING THE GAP BETWEEN TOOLS FOR LEARNING AND FOR DOING STATISTICS 2015","MCNAMARA AA BRIDGING THE GAP BETWEEN TOOLS FOR LEARNING AND FOR DOING STATISTICS 2015"
"247","MIKE K NEMIROVSKY-ROTMAN S HAZZAN O INTERDISCIPLINARY EDUCATION – THE CASE OF BIOMEDICAL SIGNAL PROCESSING 2020 IEEE GLOBAL ENGINEERING EDUCATION CONFERENCE EDUCON PP 339-343 2020","MIKE K NEMIROVSKY-ROTMAN S HAZZAN O INTERDISCIPLINARY EDUCATION—THE CASE OF BIOMEDICAL SIGNAL PROCESSING IEEE GLOBAL ENGINEERING EDUCATION CONFERENCE EDUCON 2020 PP 339-343 2020"
"248","MIKE K HAZZAN O INTERDISCIPLINARY CS1 FOR NON-MAJORS THE CASE OF GRADUATE PSYCHOLOGY STUDENTS 2022 IEEE GLOBAL ENGINEERING EDUCATION CONFERENCE EDUCON 2022","MIKE K HAZZAN O INTERDISCIPLINARY CS1 FOR NON-MAJORS THE CASE OF GRADUATE PSYCHOLOGY STUDENTS 2022A IEEE GLOBAL ENGINEERING EDUCATION CONFERENCE EDUCON 2022"
"249","PRUIM R KAPLAN D T HORTON N J THE MOSAIC PACKAGE HELPING STUDENTS TO THINK WITH DATA USING R THE R JOURNAL 9 1 PP 77-102 2017","PRUIM R KAPLAN D HORTON N THE MOSAIC PACKAGE HELPING STUDENTS TO THINK WITH DATA USING R R J 9 PP 77-102 2017"
"250","PRUIM R KAPLAN D T HORTON N J THE MOSAIC PACKAGE HELPING STUDENTS TO THINK WITH DATA USING R THE R JOURNAL 9 1 PP 77-102 2017","PRUIM R KAPLAN DT HORTON NJ THE MOSAIC PACKAGE HELPING STUDENTS TO THINK WITH DATA USING R THE R JOURNAL 9 PP 77-102 2017"
"251","PRUIM R KAPLAN D T HORTON N J THE MOSAIC PACKAGE HELPING STUDENTS TO THINK WITH DATA USING R THE R JOURNAL 9 1 PP 77-102 2017","PRUIM R KAPLAN DT HORTON NJ THE MOSAIC PACKAGE HELPING STUDENTS TO THINK WITH DATA USING R R JOURNAL 9 2017"
"252","RAO A BIHANI A NAIR M MILO A VISUAL PROGRAMMING ENVIRONMENT FOR DATA SCIENCE EDUCATION PROCEEDINGS OF THE IEEE SYMPOSIUM ON VISUAL LANGUAGES AND HUMAN-CENTRIC COMPUTING PP 211-215 2018","RAO A BIHANI A NAIR M MILO A VISUAL PROGRAMMING ENVIRONMENT FOR DATA SCIENCE EDUCATION PP 211-215 2018"
"253","LEE VR WILKERSON MH LANOUETTE K A CALL FOR A HUMANISTIC STANCE TOWARD K–12 DATA SCIENCE EDUCATION EDUCATIONAL RESEARCHER 50 9 PP 664-672 2021","LEE VR WILKERSON MH LANOUETTE K A CALL FOR A HUMANISTIC STANCE TOWARD K-12 DATA SCIENCE EDUCATION EDUCATIONAL RESEARCHER 50 PP 664-672 2021"
"254","BIEHLER R FRISCHEMEIER D READING C SHAUGHNESSY M REASONING ABOUT DATA INTERNATIONAL HANDBOOK OF RESEARCH IN STATISTICS EDUCATION PP 139-192 2018","BIEHLER R ET AL REASONING ABOUT DATA INTERNATIONAL HANDBOOK OF RESEARCH IN STATISTICS EDUCATION PP 139-192 2018"
"255","GOULD R SUYEN M-M JAMES M TERRI J LEEANN T MOBILIZE A DATA SCIENCE CURRICULUM FOR 16-YEAR-OLD STUDENTS PP 1-4 2018","GOULD R MOBILIZE A DATA SCIENCE CURRICULUM FOR 16-YEAR-OLD STUDENTS 2018"
"256","GOULD R SUYEN M-M JAMES M TERRI J LEEANN T MOBILIZE A DATA SCIENCE CURRICULUM FOR 16-YEAR-OLD STUDENTS PP 1-4 2018","GOULD R SUYEN M JAMES M TERRI J LEEANN T MOBILIZE A DATA SCIENCE CURRICULUM FOR 16-YEAR-OLD STUDENTS PP 1-4 2018"
"257","SULMONT E PATITSAS E COOPERSTOCK JR CAN YOU TEACH ME TO MACHINE LEARN PROCEEDINGS OF THE 50TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 948-954 2019","SULMONT E PATITSAS E COOPERSTOCK J R CAN YOU TEACH ME TO MACHINE LEARN PROCEEDINGS OF THE 50TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 948-954 2019"
"258","SULMONT E PATITSAS E COOPERSTOCK JR WHAT IS HARD ABOUT TEACHING MACHINE LEARNING TO NON-MAJORS INSIGHTS FROM CLASSIFYING INSTRUCTORS LEARNING GOALS ACM TRANS COMPUT EDUC 19 4 PP 1-16 2019","SULMONT E PATITSAS E COOPERSTOCK JR WHAT IS HARD ABOUT TEACHING MACHINE LEARNING TO NON-MAJORS INSIGHTS FROM CLASSIFYING INSTRUCTORS LEARNING GOALS ACM TRANSACTIONS ON COMPUTING EDUCATION 19 4 PP 1-16 2019"
"259","SULMONT E PATITSAS E COOPERSTOCK JR WHAT IS HARD ABOUT TEACHING MACHINE LEARNING TO NON-MAJORS INSIGHTS FROM CLASSIFYING INSTRUCTORS LEARNING GOALS ACM TRANS COMPUT EDUC 19 4 PP 1-16 2019","SULMONT E PATITSAS E COOPERSTOCK J R WHAT IS HARD ABOUT TEACHING MACHINE LEARNING TO NON-MAJORS INSIGHTS FROM CLASSIFYING INSTRUCTORS LEARNING GOALS ACM TRANSACTIONS ON COMPUTING EDUCATION 19 4 PP 1-16 2019"
"260","WILD CJ PFANNKUCH M STATISTICAL THINKING IN EMPIRICAL ENQUIRY INTERNATIONAL STATISTICAL REVIEW 67 PP 223-248 1999","WILD CJ PFANNKUCH M STATISTICAL THINKING IN EMPIRICAL ENQUIRY INT STAT REV 67 3 PP 223-248 1999"
"261","WILD CJ PFANNKUCH M STATISTICAL THINKING IN EMPIRICAL ENQUIRY INTERNATIONAL STATISTICAL REVIEW 67 PP 223-248 1999","WILD CJ PFANNKUCH M STATISTICAL THINKING IN EMPIRICAL ENQUIRY INTERNATIONAL STATISTICAL REVIEW STATIST REVIEW 67 3 PP 223-248 1999"
"262","BREIMAN L RANDOM FORESTS MACHINE LEARNING 45 1 PP 5-32 2001","BREIMAN L RANDOM FORESTS MACH LEARN 45 PP 5-32 2001"
"263","BREIMAN L STATISTICAL MODELING THE TWO CULTURES WITH COMMENTS AND A REJOINDER BY THE AUTHOR STAT SCI 16 PP 199-231 2001","BREIMAN L STATISTICAL MODELING THE TWO CULTURES STATISTICAL SCIENCE 16 PP 199-231 2001"
"264","DONOGHUE T VOYTEK B ELLIS SE TEACHING CREATIVE AND PRACTICAL DATA SCIENCE AT SCALE JOURNAL OF STATISTICS AND DATA SCIENCE EDUCATION 29 PP S27-S39 2021","DONOGHUE T VOYTEK B ELLIS SE TEACHING CREATIVE AND PRACTICAL DATA SCIENCE AT SCALE J STATISTICS DATA SCI EDUC 29 SUP1 PP S27-S39 2021"
"265","DONOGHUE T VOYTEK B ELLIS SE TEACHING CREATIVE AND PRACTICAL DATA SCIENCE AT SCALE JOURNAL OF STATISTICS AND DATA SCIENCE EDUCATION 29 PP S27-S39 2021","DONOGHUE T VOYTEK B ELLIS SE TEACHING CREATIVE AND PRACTICAL DATA SCIENCE AT SCALE TAYLOR & FRANCIS 29 S1 PP 27-39 2021"
"266","HORTON NJ HARDIN JS TEACHING THE NEXT GENERATION OF STATISTICS STUDENTS TO THINK WITH DATA SPECIAL ISSUE ON STATISTICS AND THE UNDERGRADUATE CURRICULUM THE AMERICAN STATISTICIAN 69 PP 259-265 2015","HORTON NJ HARDIN JS TEACHING THE NEXT GENERATION OF STATISTICS STUDENTS TO THINK WITH DATA THE AMERICAN STATISTICIAN 69 4 PP 259-265 2015"
"267","HORTON NJ HARDIN JS TEACHING THE NEXT GENERATION OF STATISTICS STUDENTS TO THINK WITH DATA SPECIAL ISSUE ON STATISTICS AND THE UNDERGRADUATE CURRICULUM THE AMERICAN STATISTICIAN 69 PP 259-265 2015","HORTON NJ HARDIN JS TEACHING THE NEXT GENERATION OF STATISTICS STUDENTS TO THINK WITH DATA SPECIAL ISSUE ON STATISTICS AND THE UNDERGRADUATE CURRICULUM AM STAT 69 4 PP 259-265 2015"
"268","FIKSEL J JAGER L HARDIN J TAUB M USING GITHUB CLASSROOM TO TEACH STATISTICS JOURNAL OF STATISTICS EDUCATION 27 PP 110-119 2019","FIKSEL J JAGER LR HARDIN JS TAUB MA USING GITHUB CLASSROOM TO TEACH STATISTICS JOURNAL OF STATISTICS EDUCATION 27 PP 110-119 2019"
"269","BAUMER B A DATA SCIENCE COURSE FOR UNDERGRADUATES THINKING WITH DATA THE AMERICAN STATISTICIAN 69 4 PP 334-342 2015","BAUMER BS A DATA SCIENCE COURSE FOR UNDERGRADUATES THINKING WITH DATA THE AMERICAN STATISTICIAN 69 PP 334-342 2015"
"270","HORTON NJ BAUMER B WICKHAM H TEACHING PRECURSORS TO DATA SCIENCE IN INTRODUCTORY AND SECOND COURSES IN STATISTICS SUSTAINABILITY IN STATISTICS EDUCATION PROCEEDINGS OF ICOTS 9 2014","HORTON NJ BAUMER BS WICKHAM H TEACHING PRECURSORS TO DATA SCIENCE IN INTRODUCTORY AND SECOND COURSES IN STATISTICS 2014"
"271","BOALER J LEVITT S MODERN HIGH SCHOOL MATH SHOULD BE ABOUT DATA SCIENCE NOT ALGEBRA 2 LOS ANGELES TIMES 2019","BOALER J LEVITT SD OPINION MODERN HIGH SCHOOL MATH SHOULD BE ABOUT DATA SCIENCE — NOT ALGEBRA 2 THE LOS ANGELES TIMES 2019"
"272","BOALER J LEVITT S MODERN HIGH SCHOOL MATH SHOULD BE ABOUT DATA SCIENCE NOT ALGEBRA 2 LOS ANGELES TIMES 2019","BOALER J LEVITT SD OPINION MODERN HIGH SCHOOL MATH SHOULD BE ABOUT DATA SCIENCE—NOT ALGEBRA 2 2019"
"273","BRYANT C CHEN Y CHEN Z GILMOUR J GUMIDYALA S HERCE-HAGIWARA B KOURES A LEE S MSEKELA J PHAM A T A MIDDLE-SCHOOL CAMP EMPHASIZING DATA SCIENCE AND COMPUTING FOR SOCIAL GOOD PROCEEDINGS OF THE 50TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 358-364 2019","BRYANT C CHEN Y CHEN Z GILMOUR J GUMIDYALA S HERCE-HAGIWARA B KOURES A LEE S MSEKELA J PHAM AT REMASH H REMASH M SCHOENLE N ZIMMERMAN J DAHLBY ALBRIGHT S REBELSKY S A MIDDLE-SCHOOL CAMP EMPHASIZING DATA SCIENCE AND COMPUTING FOR SOCIAL GOOD IN PROCEEDINGS OF THE 50TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 358-364 2019"
"274","BRYANT C CHEN Y CHEN Z GILMOUR J GUMIDYALA S HERCE-HAGIWARA B KOURES A LEE S MSEKELA J PHAM A T A MIDDLE-SCHOOL CAMP EMPHASIZING DATA SCIENCE AND COMPUTING FOR SOCIAL GOOD PROCEEDINGS OF THE 50TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 358-364 2019","BRYANT C CHEN Y CHEN Z GILMOUR J GUMIDYALA S HERCE-HAGIWARA B KOURES A LEE S MSEKELA J THU PHAM A ET AL A MIDDLE-SCHOOL CAMP EMPHASIZING DATA SCIENCE AND COMPUTING FOR SOCIAL GOOD PROCEEDINGS OF THE 50TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 358-364 2019"
"275","BRYANT C CHEN Y CHEN Z GILMOUR J GUMIDYALA S HERCE-HAGIWARA B KOURES A LEE S MSEKELA J PHAM A T A MIDDLE-SCHOOL CAMP EMPHASIZING DATA SCIENCE AND COMPUTING FOR SOCIAL GOOD PROCEEDINGS OF THE 50TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 358-364 2019","BRYANT C CHEN Y CHEN Z GILMOUR J GUMIDYALA S HERCE-HAGIWARA B KOURES A LEE S MSEKELA J THU PHAM A REMASH H REMASH M SCHOENLE N ZIMMERMAN J DAHLBY ALBRIGHT S REBELSKY SA A MIDDLE-SCHOOL CAMP EMPHASIZING DATA SCIENCE AND COMPUTING FOR SOCIAL GOOD PROCEEDINGS OF THE 50TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION MINNEAPOLIS MN USA SIGCSE 19 PP 358-364 2019"
"276","BRYANT C CHEN Y CHEN Z GILMOUR J GUMIDYALA S HERCE-HAGIWARA B KOURES A LEE S MSEKELA J PHAM A T A MIDDLE-SCHOOL CAMP EMPHASIZING DATA SCIENCE AND COMPUTING FOR SOCIAL GOOD PROCEEDINGS OF THE 50TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 358-364 2019","BRYANT C ET AL A MIDDLE-SCHOOL CAMP EMPHASIZING DATA SCIENCE AND COMPUTING FOR SOCIAL GOOD SIGCSE 2019-PROC 50TH ACM TECH SYMP COMPUT SCI EDUC PP 358-364 2019"
"277","DATA SCIENCE EDUCATION IN THE ISCHOOL CONTEXT CONFERENCE PRESENTATION 82ND ANNUAL MEETING ASIS&T 2019 MELBOURNE AUSTRALIA 2019","DATA SCIENCE EDUCATION IN THE ISCHOOL CONTEXT CONFERENCE PRESENTATION AT THE 82ND ANNUAL MEETING ASIS&T 2019 2019"
"278","DRYER A WALIA N CHATTOPADHYAY A A MIDDLE-SCHOOL MODULE FOR INTRODUCING DATA-MINING BIG-DATA ETHICS AND PRIVACY USING RAPID-MINER AND A HOLLYWOOD THEME PROCEEDINGS OF THE 49TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 753-758 2018","DRYER A WALIA N CHATTOPADHYAY A A MIDDLE-SCHOOL MODULE FOR INTRODUCING DATA-MINING BIG-DATA ETHICS AND PRIVACY USING RAPIDMINER AND A HOLLYWOOD THEME PROCEEDINGS OF THE 49TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 753-758 2018"
"279","DRYER A WALIA N CHATTOPADHYAY A A MIDDLE-SCHOOL MODULE FOR INTRODUCING DATA-MINING BIG-DATA ETHICS AND PRIVACY USING RAPID-MINER AND A HOLLYWOOD THEME PROCEEDINGS OF THE 49TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 753-758 2018","DRYER A WALIA N CHATTOPADHYAY A A MIDDLE-SCHOOL MODULE FOR INTRODUCING DATA-MINING BIG-DATA ETHICS AND PRIVACY USING RAPIDMINER AND A HOLLYWOOD THEME SIGCSE 2018-PROC 49TH ACM TECH SYMP COMPUT SCI EDUC 2018 PP 753-758 2018"
"280","DRYER A WALIA N CHATTOPADHYAY A A MIDDLE-SCHOOL MODULE FOR INTRODUCING DATA-MINING BIG-DATA ETHICS AND PRIVACY USING RAPID-MINER AND A HOLLYWOOD THEME PROCEEDINGS OF THE 49TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 753-758 2018","DRYER A WALIA N CHATTOPADHYAY A A MIDDLE-SCHOOL MODULE FOR INTRODUCING DATAMINING BIG-DATA ETHICS AND PRIVACY USING RAPIDMINER AND A HOLLYWOOD THEME IN PROCEEDINGS OF THE 49TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 753-758 2018"
"281","HAQQI S ET AL DATA JAM INTRODUCING HIGH SCHOOL STUDENTS TO DATA SCIENCE ANNU CONF INNOV TECHNOL COMPUT SCI EDUC ITICSE 2018","HAQQI S SOORIAMURTHI R MACDONALD B BEGANDY C CAMERON J PIROLLO B BECKER E CHOFFO J DAVIS C FARRELL M DATA JAM INTRODUCING HIGH SCHOOL STUDENTS TO DATA SCIENCE PROCEEDINGS OF THE 23RD ANNUAL ACM CONFERENCE ON INNOVATION AND TECHNOLOGY IN COMPUTER SCIENCE EDUCATION PP 387-387 2018"
"282","HAQQI S ET AL DATA JAM INTRODUCING HIGH SCHOOL STUDENTS TO DATA SCIENCE ANNU CONF INNOV TECHNOL COMPUT SCI EDUC ITICSE 2018","HAQQI S SOORIAMURTHI R MACDONALD B BEGANDY C CAMERON J PIROLLO B BECKER E CHOFFO J DAVIS C FARRELL M ET AL DATA JAM INTRODUCING HIGH SCHOOL STUDENTS TO DATA SCIENCE PROCEEDINGS OF THE 23RD ANNUAL ACM CONFERENCE ON INNOVATION AND TECHNOLOGY IN COMPUTER SCIENCE EDUCATION 2018"
"283","HAQQI S ET AL DATA JAM INTRODUCING HIGH SCHOOL STUDENTS TO DATA SCIENCE ANNU CONF INNOV TECHNOL COMPUT SCI EDUC ITICSE 2018","HAQQI S SOORIAMURTHI R MACDONALD B BEGANDY C CAMERON J PIROLLO B BECKER E CHOFFO J DAVIS C FARRELL M LUNDAHL J MARSHALL L WYCHW K ZHENG A DATA JAM INTRODUCING HIGH SCHOOL STUDENTS TO DATA SCIENCE PROCEEDINGS OF THE 23RD ANNUAL ACM CONFERENCE ON INNOVATION AND TECHNOLOGY IN COMPUTER SCIENCE EDUCATION PP 387-387 2018"
"284","HEE K ZICARI R V TOLLE K MANIERI A TAILORED DATA SCIENCE EDUCATION USING GAMIFICATION PROCEEDINGS OF THE IEEE INTERNATIONAL CONFERENCE ON CLOUD COMPUTING TECHNOLOGY AND SCIENCE PP 627-632 2016","HEE K ZICARI RV TOLLE K MANIERI A TAILORED DATA SCIENCE EDUCATION USING GAMIFICATION IN 2016 8TH IEEE INTERNATIONAL CONFERENCE ON CLOUD COMPUTING TECHNOLOGY AND SCIENCE CLOUDCOM 2016 PP 627-632 2016"
"285","HEE K ZICARI R V TOLLE K MANIERI A TAILORED DATA SCIENCE EDUCATION USING GAMIFICATION PROCEEDINGS OF THE IEEE INTERNATIONAL CONFERENCE ON CLOUD COMPUTING TECHNOLOGY AND SCIENCE PP 627-632 2016","HEE K ZICARI RV TOLLE K MANIERI A TAILORED DATA SCIENCE EDUCATION USING GAMIFICATION PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON CLOUD COMPUTING TECHNOLOGY AND SCIENCE 0 PP 627-632 2016"
